MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
6.1091,7.5,4.0161,1.0066,848,4.274,39.9523,-121.7401,3.2183
3.5858,11.0,3.483,0.8,128,4.8392,38.2707,-114.5737,1.5495
2.6225,33.5,9.0442,1.8351,302,3.0374,36.7164,-114.9587,1.2005
4.5126,15.8,7.1955,1.7112,463,4.122,36.436,-119.7567,1.9303
3.7451,7.1,8.3149,1.8984,365,3.6482,37.6037,-116.4626,1.7931
2.4375,8.9,5.9964,1.2146,535,2.9789,40.098,-114.1883,1.0704
15.0,9.4,8.008,2.0248,810,1.3018,33.6604,-123.5694,5.0
13.0802,25.4,3.8034,0.8354,1488,4.0185,41.1512,-118.1353,5.0
8.8607,32.0,5.8252,1.4859,204,3.6052,39.8544,-121.8383,4.058
2.5792,10.0,6.0741,1.7324,660,3.3896,35.8158,-116.0998,1.0851
7.4858,37.3,8.2649,1.6934,1175,2.0187,32.5967,-123.4352,3.5237
6.5783,15.3,6.1377,1.2489,318,4.9591,33.4996,-116.2175,2.6214
5.8447,16.9,4.249,0.8,570,3.1525,33.8718,-122.3936,3.1192
9.4858,12.4,5.6281,1.4573,966,1.8586,33.484,-119.7118,4.1702
6.5615,41.0,2.1472,0.8,671,1.6977,33.4764,-115.9549,2.2755
6.9867,50.0,2.0,0.8,1141,3.6775,41.6214,-123.7916,3.5056
6.5676,26.1,7.1627,1.4956,717,3.7072,38.7554,-114.7542,2.8099
5.4985,3.1,4.7505,0.8755,518,2.537,40.2961,-122.2178,2.9321
1.537,14.3,4.9772,0.9068,260,3.4626,37.8467,-119.2424,0.649
4.7123,9.1,7.1619,1.4034,811,3.6676,38.3851,-116.787,1.8312
3.21,44.0,8.294,1.5084,721,3.1399,40.8695,-123.2033,1.6171
2.0794,5.3,6.569,1.3825,301,2.2987,34.9887,-118.1082,0.9457
12.2937,50.3,9.3561,2.0819,1060,3.9614,39.098,-119.0865,5.0
12.6467,31.0,6.5054,1.2193,1834,3.8376,41.0434,-118.3487,5.0
10.1303,27.4,6.1044,1.1826,392,3.5677,41.3948,-117.5438,4.1255
5.2233,44.2,5.9808,1.6076,372,2.1663,36.7185,-120.0834,2.6405
10.0782,2.4,2.929,0.8,361,1.669,40.6388,-121.3629,5.0
4.5142,40.6,7.412,1.8432,174,3.0765,37.2867,-122.5695,2.4715
5.0616,6.9,2.0,0.8,3306,3.9296,34.9499,-114.6398,2.3093
2.3255,43.9,4.3275,1.091,464,4.0404,34.8841,-120.2856,1.1231
5.6871,28.0,5.5459,1.35,335,3.5844,36.7918,-121.5366,3.0883
4.647,4.1,3.9205,0.864,270,2.5495,34.9499,-123.9483,2.8224
2.0512,43.5,4.5965,1.2585,488,2.1958,32.7848,-116.6123,0.5
4.3461,2.4,9.1788,1.6927,381,2.9831,33.5027,-118.9587,2.4722
4.2723,8.1,7.708,1.7197,2102,2.9926,40.5676,-122.4949,2.4265
13.1778,41.7,4.1283,1.0638,245,4.1073,40.8838,-115.1196,5.0
7.664,24.7,4.5609,1.1285,194,2.5203,40.7939,-114.6953,3.0146
4.5126,46.0,2.946,0.8,1034,2.6034,37.7603,-115.2529,1.8359
5.2032,33.4,6.91,1.4492,610,5.055,41.3846,-118.6098,2.0502
4.6022,32.8,5.0005,1.129,556,4.5512,37.2414,-120.5806,2.432
3.968,15.9,2.0,0.8,1041,2.1172,36.8942,-122.8002,2.3897
2.3409,7.8,5.7016,1.0755,742,4.4688,37.0066,-120.5389,1.235
4.0934,50.0,6.378,1.2642,641,1.8781,34.9141,-118.0722,1.7938
2.8643,6.3,7.4263,1.5044,216,2.5659,38.3283,-122.1212,1.5851
2.1166,28.0,5.3533,1.2189,175,2.6798,36.765,-119.6284,0.6204
6.0905,14.9,4.7547,0.8704,380,2.9224,41.7592,-118.4825,2.6864
5.6676,14.5,9.4725,1.9253,279,3.6198,34.1338,-116.8199,2.2579
1.5341,31.3,5.5132,1.2682,825,3.1065,33.2287,-123.5408,0.9564
4.1636,41.7,6.9391,1.28,158,3.6147,35.8358,-115.3965,1.2214
8.1451,40.6,4.4209,0.8355,465,2.5982,34.5477,-119.7112,3.4222
8.4616,45.3,6.8798,1.3815,579,3.3742,41.9231,-118.3897,3.2806
8.2937,15.9,2.5887,0.8,644,3.079,37.8065,-114.6267,3.527
4.5876,24.8,4.5759,1.0526,915,1.6117,35.9173,-122.7362,2.2893
2.6992,1.5,3.0835,0.8,512,3.483,38.606,-115.2129,1.0544
2.3391,39.1,4.2901,1.1048,390,3.0961,36.8046,-116.0535,1.0007
5.5111,16.4,8.0009,1.7057,1800,2.2861,34.4838,-114.0627,2.2151
5.627,29.6,4.2753,1.0084,515,2.5752,36.2479,-120.3731,2.8356
9.7026,9.6,6.9365,1.6536,2070,2.5997,35.2204,-123.1681,4.8111
8.671,42.8,8.5345,1.5815,513,2.7551,38.5571,-124.3512,4.2175
4.1399,42.7,5.4448,1.4218,657,4.759,40.2574,-116.1777,1.6038
2.1244,45.8,7.4875,1.4511,595,5.0903,34.9945,-123.0657,1.2027
3.7008,3.3,6.5622,1.6151,800,1.0,38.4026,-121.2869,2.054
5.1056,51.6,5.7329,1.6116,475,3.4882,39.2306,-114.1332,1.8796
3.9699,13.6,7.0006,1.955,718,3.955,36.0151,-119.858,1.5754
3.1685,16.8,9.1799,2.1063,2263,2.7839,37.1316,-122.0723,1.395
5.216,13.7,4.2255,0.9584,1539,3.9281,35.9088,-116.591,1.8839
3.3122,14.6,3.5816,0.865,1548,4.6542,36.0426,-121.6487,2.0809
3.0746,29.2,3.4642,0.8,227,1.6282,36.7391,-118.9243,1.265
5.4026,13.2,7.4889,1.6751,259,3.1338,35.3065,-122.848,2.8998
3.5212,21.1,7.7587,2.1267,792,4.9567,37.1391,-119.6613,1.5684
5.1886,34.4,4.4259,1.0548,1232,1.7622,39.6463,-123.3595,2.7242
5.28,43.6,2.0,0.8,439,2.8848,36.2458,-116.3825,1.9989
2.2622,36.3,4.1505,1.1447,381,2.5516,41.4817,-120.666,1.6183
3.3577,31.3,6.5957,1.684,2029,4.0519,34.571,-121.1526,1.8601
10.6192,8.5,5.3666,1.095,1151,4.1912,36.7703,-114.0652,4.8247
2.2317,42.6,5.8607,1.198,1551,3.1623,38.216,-115.7881,0.7192
1.2586,2.9,4.4533,0.8527,467,3.0322,37.661,-118.6838,0.5
1.4665,14.5,7.5282,1.5018,439,1.2809,41.4959,-114.5858,0.5343
4.5607,3.9,6.1864,1.3534,1421,4.423,35.5811,-122.2803,2.5584
4.5656,35.0,6.6729,1.6176,539,2.6468,36.0875,-118.4784,1.664
4.1763,19.8,5.8181,1.6568,408,2.8577,38.159,-114.7449,1.6852
9.2861,34.3,6.5487,1.3659,320,3.9716,38.1655,-118.5181,3.8555
0.9015,18.7,6.4171,1.5731,442,3.1976,39.9807,-121.2661,0.8965
5.6835,24.2,3.6439,0.9109,1340,4.0038,40.0479,-115.9776,2.4873
11.4371,24.4,6.2461,1.1462,199,3.6034,32.6033,-123.0425,4.8875
2.2781,3.3,7.083,1.8405,1100,3.2038,39.7599,-122.904,1.7789
3.5684,22.9,7.8103,2.1909,377,3.3104,39.3198,-116.8232,1.1805
2.8527,33.7,6.3322,1.1729,562,1.8772,38.0648,-123.772,1.2929
2.6206,28.8,3.5695,0.8681,592,2.851,35.5114,-123.9684,1.4739
3.6849,4.8,3.8774,0.9045,557,4.084,41.117,-120.5197,2.3432
10.5539,35.1,4.6297,1.2643,529,2.1014,39.5131,-120.322,4.283
13.4965,16.8,5.8789,1.3646,466,2.2847,34.9442,-119.5687,5.0
3.6636,1.7,5.2555,0.9653,421,2.1204,35.3996,-116.7223,1.589
14.0558,8.9,3.2525,0.8,1912,3.1534,39.2493,-118.527,5.0
4.5784,26.4,3.2406,0.8,679,4.4025,41.2177,-117.0077,1.8061
12.8355,16.8,2.0,0.8,601,3.5472,37.1601,-123.9761,5.0
4.2377,36.4,2.0,0.8,397,1.0,40.8524,-121.1851,2.4248
4.8483,13.3,5.2364,1.1088,480,3.6486,36.1301,-114.3527,1.6754
5.5805,40.4,10.1405,2.5295,398,2.5579,36.2541,-120.0085,3.4939
15.0,15.6,9.0936,2.3906,1227,3.5094,39.0164,-122.1638,5.0
7.4691,32.7,3.5435,0.8,364,2.8505,32.9801,-114.0831,3.1779
2.9319,41.8,5.7998,1.1071,110,2.1395,33.8198,-120.1812,1.6133
8.0157,20.7,2.5708,0.8,697,2.9285,39.42,-119.4728,3.3297
3.6071,3.4,2.8758,0.8,532,2.5585,34.7998,-122.1501,2.1167
3.3406,28.3,3.1051,0.8,416,3.3077,34.1633,-117.6083,1.31
7.7304,51.8,5.049,0.9944,1379,2.114,33.346,-122.3241,3.6143
4.5661,50.4,5.1351,0.9593,100,1.8752,34.6361,-118.0958,1.8566
5.297,12.3,6.0054,1.6932,2347,3.7321,34.8795,-116.5469,2.2816
4.5195,39.5,6.8264,1.5787,1546,4.1088,35.741,-117.6498,1.6823
5.4846,18.6,4.8262,1.2349,402,3.5801,41.4141,-123.551,2.8225
5.7833,9.2,5.5724,1.0144,464,2.3512,38.6239,-123.6624,2.7956
1.4019,35.0,3.3124,0.8,996,2.2599,39.0865,-115.6553,0.5
6.6855,26.5,2.811,0.8,1017,2.3175,33.7611,-115.0021,3.2709
2.4863,28.5,2.5021,0.8,401,3.8904,34.3303,-123.0756,1.6246
1.8863,43.2,6.7985,1.258,182,2.175,41.0374,-120.5577,1.4981
4.3273,18.2,4.8242,1.3557,3608,3.884,38.5259,-117.6323,1.6504
4.7133,35.0,2.0,0.8,1429,3.6369,40.1917,-115.7275,2.4177
2.9562,19.7,5.3738,1.1352,754,4.2377,35.8959,-114.9557,1.1026
7.3789,3.2,3.0024,0.8,766,4.0632,37.9835,-117.1638,3.4151
2.0031,20.3,8.8208,1.6746,1093,3.5427,37.271,-122.9515,1.2923
3.5108,49.5,4.3424,1.0588,1203,1.5313,34.4514,-116.4323,1.3814
3.1553,25.6,6.863,1.6029,125,3.6101,40.3353,-115.4802,1.1629
4.3581,6.5,7.6779,1.7412,502,3.1155,35.6707,-120.8113,2.1607
5.2979,36.1,3.5901,1.0102,462,2.6267,36.9354,-119.3114,2.3822
2.448,50.1,5.6521,1.0811,585,4.3622,33.7634,-122.753,1.0449
6.9211,47.3,6.6069,1.5822,1232,2.8487,38.5644,-121.3025,3.4839
4.6543,30.2,5.7311,1.4701,159,2.4706,40.0158,-115.3671,2.122
1.4403,20.2,6.2222,1.4409,226,4.1241,36.3987,-123.5671,1.159
1.3838,30.6,2.8407,0.8,386,2.5949,41.7923,-116.4946,0.5
4.4487,42.6,6.6081,1.2606,753,2.4205,34.947,-123.4748,1.9266
3.9252,44.9,4.5277,1.1519,1294,1.8728,40.7943,-121.4275,1.8721
4.212,42.8,6.1989,1.6121,2453,2.1798,39.3515,-118.3847,1.6587
4.4071,24.2,7.34,1.3624,529,2.2656,41.309,-124.4652,2.2767
5.1312,7.1,6.8376,1.4859,1293,3.621,39.5362,-117.4086,2.484
7.9137,30.0,6.1974,1.4646,1174,1.9809,37.2011,-121.18,4.0306
2.301,9.0,6.7843,1.7402,1026,1.1422,36.428,-116.64,0.9605
2.2185,4.1,6.8768,1.2525,652,3.3032,40.3793,-114.26,1.4793
2.3257,26.4,8.491,1.7194,483,2.366,40.4835,-120.1269,1.2445
5.33,34.4,5.4319,1.3801,284,2.9837,38.0946,-124.185,2.7015
9.459,44.6,5.8279,1.5826,269,4.2824,39.1702,-115.5866,3.6377
3.4598,40.9,7.3641,1.8889,878,3.0715,36.8971,-121.6169,1.4638
0.999,44.7,4.5192,1.1311,637,4.5096,34.5745,-122.9395,0.5
1.6122,39.8,2.8295,0.8,477,2.9319,32.9748,-115.2683,0.6959
2.7188,36.9,6.4865,1.6383,1132,4.007,38.7102,-122.0584,1.6802
3.2071,1.5,5.088,1.3628,567,2.4526,38.8575,-118.1445,1.1343
3.5077,32.9,3.0849,0.8,320,3.1077,38.82,-121.8332,1.6423
4.5866,7.1,6.5011,1.4536,537,2.067,37.8429,-117.0192,2.1857
3.7171,4.0,8.3623,1.896,1282,2.1858,35.7528,-117.6882,1.106
8.4115,9.0,2.2405,0.8,293,2.7753,34.7993,-119.1537,4.0715
2.9874,43.0,7.5446,1.8824,786,1.6715,33.1242,-118.6722,1.4123
2.6714,38.9,2.0,0.8,636,3.1594,33.9061,-122.1139,1.4374
5.9735,49.4,4.6994,0.884,362,2.6972,38.4688,-124.2698,3.1962
1.7836,50.9,9.181,1.694,526,3.2346,39.7967,-116.0926,0.5
5.6622,46.6,4.8434,1.2541,189,1.6868,41.1224,-115.1623,2.2615
4.7661,7.8,5.6799,1.423,726,3.7017,33.2972,-116.3324,2.2886
4.1022,45.8,7.0257,1.4798,223,4.6976,40.2332,-117.0668,1.4824
11.6228,43.8,2.0671,0.8,1569,4.4865,38.1755,-119.5448,5.0
3.0854,45.4,5.6442,1.5374,618,4.9039,35.3625,-118.369,1.3687
15.0,8.7,5.6284,1.5431,421,3.0424,39.395,-117.2379,5.0
3.9147,7.0,9.2246,1.9576,1683,2.6477,41.8989,-124.2246,2.2793
2.083,48.1,3.0285,0.8,291,3.4876,36.1045,-120.0515,1.3391
4.6737,9.9,4.7369,1.179,366,2.7618,38.4607,-122.1408,2.243
2.3496,19.8,3.6433,0.8,154,1.2596,34.9779,-120.6733,1.4559
2.8546,24.3,3.4312,0.8,1896,3.8193,34.4478,-116.6331,1.2115
5.6872,7.3,7.7548,2.1217,2976,2.7656,33.9167,-120.6844,3.074
6.2548,2.1,5.5533,1.2871,174,1.5326,32.8055,-116.7395,3.0646
3.0855,51.7,4.3889,1.207,346,2.4917,39.3762,-114.2958,1.1618
8.1047,45.7,4.4643,0.8375,703,2.7883,33.8866,-114.8045,3.3973
8.9756,47.5,4.3735,0.8772,440,3.0118,38.9246,-115.8089,4.1914
10.6098,15.5,4.5524,0.9342,649,3.0238,40.7613,-115.5436,4.3581
6.1574,12.2,2.9711,0.8,605,4.369,40.5427,-120.3637,3.3576
10.1559,22.7,4.9825,1.2241,922,1.7115,35.3402,-116.8184,4.7618
1.4499,24.1,4.7816,0.8909,308,2.8479,33.6819,-117.4964,0.6632
3.7034,1.3,3.9844,0.8,776,2.121,36.7091,-114.1796,1.4861
2.6639,40.7,5.8101,1.1669,272,4.2562,34.2222,-118.4636,0.9551
4.814,51.8,5.9798,1.3474,478,2.4385,36.0483,-119.9875,1.6838
3.1808,28.0,4.3867,1.2205,166,2.6562,37.9038,-115.7087,1.0813
4.0564,20.8,5.2117,1.4654,481,4.0497,38.6213,-116.6295,1.6143
13.8641,21.0,9.8172,2.5997,421,4.3248,34.5741,-123.189,5.0
4.0478,5.9,9.7409,2.0763,1415,4.4726,34.6593,-118.2391,1.5939
5.7447,14.6,3.3918,0.8,634,1.3569,40.7267,-118.2808,2.2106
3.8987,26.6,3.6711,0.8,734,3.4829,41.4764,-117.8679,1.6664
4.69,23.0,3.3812,0.8781,653,3.2701,38.6032,-114.6143,2.2907
4.4979,28.8,7.6141,1.8795,121,2.9488,37.7898,-118.1786,2.3716
5.865,44.3,4.7029,1.3034,135,3.0666,38.7517,-115.3648,2.0879
9.0177,12.5,5.9793,1.0915,515,4.2858,33.7219,-120.737,4.4167
12.0424,2.4,9.4939,1.8756,831,4.0386,41.0219,-123.8975,5.0
5.3966,2.9,5.4791,1.2281,551,3.8969,34.4817,-120.5602,3.2277
6.3836,7.8,6.9125,1.4862,333,3.2069,38.862,-118.907,2.7132
2.2467,30.1,6.5408,1.4144,549,5.2706,34.6087,-115.7501,0.9488
4.2515,42.2,4.3236,1.0785,512,2.5994,39.205,-117.8656,1.8105
7.8788,46.2,7.6183,1.9682,1240,1.384,39.6576,-119.8569,2.9388
7.5352,33.4,3.8006,0.9283,1186,2.7348,39.5399,-119.6503,3.1933
5.0884,21.6,8.1798,2.0479,427,3.0577,36.5726,-114.0351,1.8348
7.6281,8.9,4.3251,0.9372,639,4.3032,38.2668,-123.0159,3.5751
6.0162,21.5,4.5441,1.1039,830,2.489,38.1809,-122.3421,2.9009
9.209,18.0,3.323,0.8,934,3.4912,39.343,-117.9345,4.138
5.3314,45.4,3.6515,0.8,2495,1.5228,37.2405,-117.1352,2.1917
3.6204,25.8,4.6465,1.018,650,4.0814,37.3193,-120.3527,2.0637
5.4822,12.5,2.0,0.8,1694,3.0683,39.0019,-124.1626,3.264
0.7723,15.7,5.0333,1.2144,263,2.7194,34.1164,-119.0189,0.5
5.6391,8.0,4.4841,0.9399,399,5.1317,38.6986,-122.9842,2.7686
0.5021,47.8,7.08,2.0228,120,4.0699,33.9082,-123.9115,0.7151
1.5935,3.6,6.346,1.2759,751,1.9602,39.3859,-120.88,1.1782
5.8771,1.7,4.0847,0.9067,1117,2.8906,36.1947,-123.0756,3.1097
5.9686,10.3,4.5829,1.1701,100,5.7363,40.476,-119.8905,2.185
2.2312,42.4,5.0308,1.4361,773,4.9788,33.3399,-116.5022,0.8089
2.9234,27.7,8.4719,1.7241,1079,3.923,36.875,-124.006,2.1272
10.1994,32.9,3.8554,0.8,1030,1.153,34.0886,-119.2511,4.4459
3.3521,19.2,4.0605,0.8405,256,4.3322,40.7542,-119.2817,0.9457
15.0,4.5,3.2428,0.8,1235,2.3648,33.6899,-124.4814,5.0
4.4765,44.7,2.5359,0.8,670,4.3235,37.1094,-116.7484,2.0463
5.7249,10.8,6.114,1.3169,1067,2.2773,33.4999,-123.5578,2.6835
11.8239,2.7,5.9058,1.4847,601,3.4888,40.0783,-114.7134,5.0
4.8482,30.2,8.0655,1.7775,902,2.3597,35.1794,-117.7867,2.0496
2.4561,5.2,7.5828,1.6742,1615,2.6367,38.1436,-121.4779,1.9279
4.1961,5.9,10.2942,1.9999,565,3.6222,34.1164,-114.7845,1.6613
4.3869,41.8,5.3523,1.2256,835,1.6811,35.8403,-120.2952,2.4312
1.9762,26.1,4.9789,1.1388,1808,5.3724,33.5801,-121.7673,1.4786
3.844,13.3,2.8995,0.8,598,1.9728,37.7329,-120.4627,1.7377
2.8711,18.8,6.8932,1.3033,270,1.9168,32.5328,-118.0783,0.8761
7.8038,38.2,5.7371,1.4398,1142,3.6251,41.9342,-116.9022,3.2278
4.5757,4.4,6.8025,1.2785,2096,4.2919,36.4546,-117.5509,2.1541
3.7823,6.9,3.2218,0.8532,1865,2.6763,38.4797,-114.827,1.6771
4.2051,32.4,6.2032,1.1914,1178,1.9285,35.2244,-114.4602,2.0109
5.1237,32.0,5.9104,1.5286,102,2.0776,34.9059,-122.4308,2.4742
6.4889,50.6,5.7781,1.3279,400,1.97,40.5383,-114.9183,2.7794
2.46,20.1,4.1335,0.8,417,3.3082,39.7027,-123.3798,0.9035
2.399,4.3,7.8786,2.1328,689,2.93,38.6113,-114.4526,1.3382
8.6955,28.4,9.6006,1.8536,2567,3.4258,39.6469,-121.7769,4.5924
3.4994,33.6,3.2793,0.8,280,3.3649,34.1655,-121.7092,2.0206
1.9153,8.1,6.9409,1.8648,3999,3.8243,41.3739,-120.0738,0.6269
5.8491,29.2,2.0,0.8,490,2.5901,36.8201,-122.5917,2.8872
5.9181,11.1,6.8372,1.4868,360,2.2618,40.7528,-115.809,2.8672
1.7888,44.1,2.0,0.8,1308,3.1563,39.4925,-123.1903,1.3524
5.1433,43.6,4.4501,0.8495,1393,2.945,35.2163,-119.8875,2.5183
6.9682,22.9,2.874,0.8143,1119,3.253,37.9085,-114.9749,2.8579
5.6105,50.3,5.0688,1.2579,359,2.2883,41.6831,-117.8284,2.7847
6.5482,51.0,7.1776,1.7197,994,3.6422,32.8523,-118.1248,2.1401
1.9298,7.6,2.0,0.8,291,1.8216,36.5516,-114.0562,0.6006
5.4664,19.8,4.781,1.3121,351,2.5596,38.3951,-124.2632,2.5463
3.7375,31.6,4.4733,1.0457,617,4.129,35.729,-121.1422,2.3208
3.3546,5.3,8.6621,1.6888,345,1.8687,35.5202,-123.1873,1.8948
7.5559,20.5,6.3635,1.6544,1544,4.0502,39.6126,-122.5619,3.7939
10.8869,14.3,3.1456,0.8,419,1.5909,41.2051,-122.232,5.0
13.1526,49.6,4.5574,1.0309,558,1.4148,37.6075,-117.9177,5.0
9.8639,22.0,8.6122,2.3651,329,1.5061,41.508,-121.6429,5.0
4.1961,39.9,6.9287,1.7975,1526,3.1168,33.4621,-117.5261,1.3921
5.538,20.7,3.6635,0.9687,390,3.7296,34.661,-116.7503,2.4293
7.1,7.7,4.9659,1.0478,1658,4.2926,33.3333,-120.2799,3.649
4.8197,45.0,5.0298,1.3688,1564,4.2129,36.6376,-118.8686,2.036
4.8475,1.0,4.424,0.8597,466,3.8627,38.4538,-123.113,2.8889
7.3467,3.9,2.0796,0.8,681,2.1682,34.4045,-116.5973,3.1471
4.3251,19.6,4.1448,1.1324,455,2.1595,36.7611,-120.0993,2.7968
2.8934,36.0,8.2784,1.5689,1029,3.7878,39.0017,-115.7363,1.1077
3.4949,18.4,4.7377,0.8744,569,4.4213,38.5751,-118.9747,1.4905
6.5558,4.4,5.2935,1.4758,476,1.9689,38.4782,-117.184,2.5714
4.4897,17.2,5.7811,1.0704,690,4.294,38.2573,-120.7349,2.386
5.4966,13.5,9.9363,2.448,188,1.0797,41.8728,-120.5964,2.9113
6.6996,1.3,5.5177,1.1425,626,3.3899,39.2823,-119.9167,3.2463
3.579,28.3,7.6879,1.997,1118,2.8962,41.1229,-117.8216,1.3519
7.0551,6.9,4.3036,0.8381,743,2.7958,41.5414,-119.1814,3.2242
5.6255,15.7,4.9812,0.9609,1424,3.0313,40.6669,-116.0551,2.3635
2.1364,33.7,5.5251,1.0125,492,2.1463,33.4041,-123.9246,1.1769
10.6481,38.0,3.9517,0.8,461,3.4461,37.5278,-115.0443,4.1564
3.3186,14.4,5.0926,1.3946,272,3.0607,36.1244,-114.7766,0.8715
1.6602,17.8,7.2761,1.5108,481,3.9353,33.4222,-121.9372,1.255
2.394,13.6,3.8993,0.9637,3206,4.5904,37.86,-123.4418,1.285
2.4287,49.8,5.5002,1.4663,829,3.1269,34.5218,-118.4955,0.5871
4.6242,10.7,6.9175,1.8215,416,2.1813,38.0265,-123.8262,2.8009
3.8026,10.3,3.8511,0.8,297,1.8621,40.2652,-122.088,2.5497
3.6616,23.7,7.6908,1.5801,185,4.6983,36.2415,-119.1706,1.7782
6.5001,10.7,5.6458,1.5679,342,4.5704,41.5234,-118.055,2.7203
5.4955,9.0,5.1698,0.9454,1221,3.8874,39.7815,-122.4598,2.6523
5.4175,5.9,2.0,0.8,473,3.0599,40.1407,-114.7063,2.4528
5.731,33.6,4.7528,1.154,309,3.8152,33.5668,-122.5961,2.774
6.4862,32.2,6.2432,1.4056,337,4.3045,41.4478,-122.8866,3.34
1.2652,34.2,8.9907,1.8151,1118,2.382,32.828,-122.7956,0.9571
3.6015,40.4,6.6358,1.3676,623,3.0298,40.517,-114.74,1.399
1.2115,17.6,7.7524,1.7515,403,1.8938,32.7817,-115.2729,0.5
4.5797,47.8,3.0818,0.8,520,2.8709,34.0433,-124.1531,2.3862
4.4692,38.4,5.2464,1.4628,3884,4.5443,35.4958,-116.8705,1.1186
8.3923,42.0,7.9415,1.7643,1765,4.0785,39.5087,-123.7284,3.8734
9.1393,37.8,3.7245,0.8909,2154,3.135,41.0445,-123.7092,4.0514
5.0615,19.3,7.4304,1.8256,164,1.0,38.8317,-123.7018,2.7004
3.3194,15.4,6.9666,1.7247,589,2.3442,39.4138,-115.789,1.1376
5.996,22.5,6.0494,1.2609,397,3.1024,35.2528,-120.0119,3.1559
3.265,5.9,4.8426,1.1111,1028,2.7841,41.7661,-118.6512,1.3791
4.4779,24.0,3.5274,0.8106,1553,3.0328,36.3735,-124.1765,2.2423
8.0985,3.2,9.0508,2.3703,864,3.2426,41.1727,-115.0406,3.6551
3.207,1.2,6.7637,1.2471,331,2.4663,39.9029,-114.1888,1.1649
7.2675,48.5,6.1812,1.5657,392,2.9925,35.989,-122.0306,3.5914
6.7291,36.2,4.6743,1.084,1093,2.8506,35.7598,-117.6066,2.9635
2.5272,29.7,5.5757,1.4369,1183,2.2968,38.9551,-117.3726,0.8225
8.0393,18.4,5.8294,1.1882,745,4.8463,41.4345,-114.3541,3.0956
6.8151,30.1,6.2998,1.4408,738,2.5235,38.8873,-119.4205,2.7772
4.7643,46.5,6.9687,1.6104,692,1.0,40.6456,-122.0019,2.6088
2.8366,34.3,3.9351,0.8,825,4.7833,41.6797,-120.717,1.4373
2.6764,31.7,2.5668,0.8,1179,2.1537,35.635,-117.7841,0.8761
3.2459,24.5,5.6686,1.2487,1101,3.8999,37.6157,-119.5389,1.0653
6.2062,18.6,2.0056,0.8,678,2.3191,38.2865,-123.6662,3.2526
2.526,36.6,4.8527,0.8954,640,3.5693,34.5632,-116.0227,0.802
5.827,51.0,4.4816,0.8279,620,2.9519,40.0767,-115.4252,2.4283
2.1275,22.7,6.4835,1.3206,356,4.0003,34.9867,-119.4775,0.7264
3.9652,21.0,9.4652,1.8854,353,2.7863,39.2153,-119.0036,1.7373
4.7864,22.8,2.0,0.8,1028,2.3447,37.4763,-119.3385,2.0235
15.0,22.7,10.0484,1.851,376,3.257,40.4484,-118.9377,5.0
1.9613,51.5,5.0338,1.3737,1276,2.6175,37.3598,-123.4225,1.3314
10.8396,37.0,6.1956,1.1276,638,1.0708,38.0733,-119.9469,4.0397
4.9033,19.3,2.6703,0.8,1281,2.3985,34.2202,-119.7973,1.9409
5.7357,19.9,7.4937,1.5994,1107,5.8688,40.1778,-114.024,2.1251
4.8115,23.0,5.5829,1.2905,1306,1.1786,36.3202,-123.9891,2.7235
5.8523,2.9,5.3771,1.2886,454,3.241,38.0076,-121.2225,2.7206
4.0869,27.9,2.0,0.8,923,2.7571,40.5376,-119.292,1.7428
10.7234,42.4,5.6476,1.1744,1200,4.8364,37.0542,-115.604,4.6407
3.408,34.7,7.1917,1.8433,192,1.889,35.1074,-119.657,1.0119
8.8405,11.1,5.0274,1.0652,2595,3.1013,35.0214,-121.4444,4.4421
3.0446,38.1,7.8484,2.075,4076,3.6862,37.8801,-118.8797,0.7758
4.3226,37.7,7.7658,1.7281,1419,2.8207,35.2664,-121.3812,2.5342
2.3557,14.4,4.2178,0.9038,1267,2.2324,35.7162,-118.7426,0.808
5.8886,32.8,8.6902,1.8213,1065,2.9778,34.7306,-117.2565,2.2384
10.6662,32.2,5.5906,1.4749,514,2.6905,36.7397,-118.9268,4.1537
4.2784,43.8,5.5995,1.517,609,2.6877,36.9278,-118.0988,1.6373
3.9823,7.9,5.698,1.4183,1439,3.9307,37.4962,-124.0935,1.6589
2.2961,10.9,5.6386,1.1961,305,3.4029,38.1321,-117.5826,0.5
3.9057,25.8,2.0,0.8,285,3.5518,38.0851,-114.3184,1.5393
1.7234,3.3,5.129,1.014,484,3.3303,35.9889,-119.3377,0.8794
2.5916,22.2,2.7721,0.8,1124,3.9599,41.0565,-116.0716,1.0002
5.135,41.2,8.7527,2.1038,333,4.3043,37.3607,-118.7365,1.643
9.8889,8.6,8.6722,2.3291,555,2.7133,40.4051,-117.108,4.3152
15.0,24.5,7.2039,1.3634,611,3.8195,37.7951,-121.2459,5.0
3.152,51.5,5.0231,1.1158,296,1.7038,36.0208,-114.3479,1.1334
10.6035,26.8,3.484,0.9414,100,1.0,39.5172,-122.241,5.0
5.1875,26.4,4.1848,0.9157,293,4.8264,34.1811,-122.8295,2.6517
4.0929,29.5,9.3853,1.9348,820,2.6666,41.712,-124.022,2.0508
5.8099,10.5,4.1156,0.9942,981,3.2525,37.9369,-118.8175,2.2779
4.6513,8.5,2.0,0.8,988,1.7748,33.4896,-118.0015,2.1393
4.7886,35.5,7.5603,1.5939,1083,1.7287,36.5029,-117.68,2.1555
